
(base) C:\Users\Sammie>cd C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>conda activate base

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>python bbq_producer.py
Would you like to monitor RabbitMQ queues? y or n y


 [x] Sent b'[5/22/2021 12:20, 84.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:27, 119.4]' to 03-food-B
 [x] Sent b'[5/22/2021 15:27, 119.4]' to 03-food-B
 [x] Sent b'[5/22/2021 15:28, 257.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:28, 257.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:28, 126.6]' to 02-food-A
 [x] Sent b'[5/22/2021 15:28, 126.6]' to 02-food-A
 [x] Sent b'[5/22/2021 15:28, 120]' to 03-food-B
 [x] Sent b'[5/22/2021 15:28, 120]' to 03-food-B
 [x] Sent b'[5/22/2021 15:29, 257.9]' to 01-smoker
 [x] Sent b'[5/22/2021 15:29, 257.9]' to 01-smoker
 [x] Sent b'[5/22/2021 15:29, 127.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:29, 127.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:29, 120.5]' to 03-food-B
 [x] Sent b'[5/22/2021 15:29, 120.5]' to 03-food-B
 [x] Sent b'[5/22/2021 15:30, 257.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:30, 257.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:30, 127.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:30, 127.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:30, 121.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:30, 121.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:31, 258.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:31, 258.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:31, 128.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:31, 128.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:31, 121.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:31, 121.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:32, 258.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:32, 258.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:32, 128.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:32, 128.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:32, 122.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:32, 122.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:33, 260.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:33, 260.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:33, 129.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:33, 129.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:33, 122.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:33, 122.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:34, 261.7]' to 01-smoker
 [x] Sent b'[5/22/2021 15:34, 261.7]' to 01-smoker
 [x] Sent b'[5/22/2021 15:34, 129.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:34, 129.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:34, 123.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:34, 123.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:35, 261.3]' to 01-smoker
 [x] Sent b'[5/22/2021 15:35, 261.3]' to 01-smoker
 [x] Sent b'[5/22/2021 15:35, 130.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:35, 130.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:35, 123.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:35, 123.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:36, 260.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:36, 260.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:36, 130.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:36, 130.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:36, 124.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:36, 124.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:37, 259.5]' to 01-smoker
 [x] Sent b'[5/22/2021 15:37, 259.5]' to 01-smoker
 [x] Sent b'[5/22/2021 15:37, 131.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:37, 131.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:37, 124.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:37, 124.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:38, 262.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:38, 262.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:38, 131.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:38, 131.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:38, 125.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:38, 125.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:39, 259.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:39, 259.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:39, 132.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:39, 132.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:39, 125.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:39, 125.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:40, 262.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:40, 262.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:40, 132.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:40, 132.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:40, 126.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:40, 126.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:41, 261.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:41, 261.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:41, 133.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:41, 133.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:41, 126.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:41, 126.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:42, 261]' to 01-smoker
 [x] Sent b'[5/22/2021 15:42, 261]' to 01-smoker
 [x] Sent b'[5/22/2021 15:42, 133.6]' to 02-food-A
 [x] Sent b'[5/22/2021 15:42, 133.6]' to 02-food-A
 [x] Sent b'[5/22/2021 15:42, 127.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:42, 127.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:43, 261.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:43, 261.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:43, 134]' to 02-food-A
 [x] Sent b'[5/22/2021 15:43, 134]' to 02-food-A
 [x] Sent b'[5/22/2021 15:43, 127.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:43, 127.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:44, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:44, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:44, 134.4]' to 02-food-A
 [x] Sent b'[5/22/2021 15:44, 134.4]' to 02-food-A
 [x] Sent b'[5/22/2021 15:44, 128.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:44, 128.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:45, 258.7]' to 01-smoker
 [x] Sent b'[5/22/2021 15:45, 258.7]' to 01-smoker
 [x] Sent b'[5/22/2021 15:45, 134.9]' to 02-food-A
 [x] Sent b'[5/22/2021 15:45, 134.9]' to 02-food-A
 [x] Sent b'[5/22/2021 15:45, 128.6]' to 03-food-B
 [x] Sent b'[5/22/2021 15:45, 128.6]' to 03-food-B
 [x] Sent b'[5/22/2021 15:46, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:46, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:46, 135.3]' to 02-food-A
 [x] Sent b'[5/22/2021 15:46, 135.3]' to 02-food-A
 [x] Sent b'[5/22/2021 15:46, 129.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:46, 129.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:47, 262.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:47, 262.4]' to 01-smoker
 [x] Sent b'[5/22/2021 15:47, 135.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:47, 135.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:47, 129.5]' to 03-food-B
 [x] Sent b'[5/22/2021 15:47, 129.5]' to 03-food-B
 [x] Sent b'[5/22/2021 15:48, 263.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:48, 263.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:48, 136.1]' to 02-food-A
 [x] Sent b'[5/22/2021 15:48, 136.1]' to 02-food-A
 [x] Sent b'[5/22/2021 15:48, 130]' to 03-food-B
 [x] Sent b'[5/22/2021 15:48, 130]' to 03-food-B
 [x] Sent b'[5/22/2021 15:49, 260.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:49, 260.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:49, 136.5]' to 02-food-A
 [x] Sent b'[5/22/2021 15:49, 136.5]' to 02-food-A
 [x] Sent b'[5/22/2021 15:49, 130.4]' to 03-food-B
 [x] Sent b'[5/22/2021 15:49, 130.4]' to 03-food-B
 [x] Sent b'[5/22/2021 15:50, 259.5]' to 01-smoker
 [x] Sent b'[5/22/2021 15:50, 259.5]' to 01-smoker
 [x] Sent b'[5/22/2021 15:50, 136.9]' to 02-food-A
 [x] Sent b'[5/22/2021 15:50, 136.9]' to 02-food-A
 [x] Sent b'[5/22/2021 15:50, 130.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:50, 130.8]' to 03-food-B
 [x] Sent b'[5/22/2021 15:51, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:51, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 15:51, 137.3]' to 02-food-A
 [x] Sent b'[5/22/2021 15:51, 137.3]' to 02-food-A
 [x] Sent b'[5/22/2021 15:51, 131.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:51, 131.2]' to 03-food-B
 [x] Sent b'[5/22/2021 15:52, 263.9]' to 01-smoker
 [x] Sent b'[5/22/2021 15:52, 263.9]' to 01-smoker
 [x] Sent b'[5/22/2021 15:52, 137.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:52, 137.7]' to 02-food-A
 [x] Sent b'[5/22/2021 15:52, 131.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:52, 131.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:53, 265]' to 01-smoker
 [x] Sent b'[5/22/2021 15:53, 265]' to 01-smoker
 [x] Sent b'[5/22/2021 15:53, 138.1]' to 02-food-A
 [x] Sent b'[5/22/2021 15:53, 138.1]' to 02-food-A
 [x] Sent b'[5/22/2021 15:53, 132.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:53, 132.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:54, 263.8]' to 01-smoker
 [x] Sent b'[5/22/2021 15:54, 263.8]' to 01-smoker
 [x] Sent b'[5/22/2021 15:54, 138.4]' to 02-food-A
 [x] Sent b'[5/22/2021 15:54, 138.4]' to 02-food-A
 [x] Sent b'[5/22/2021 15:54, 132.5]' to 03-food-B
 [x] Sent b'[5/22/2021 15:54, 132.5]' to 03-food-B
 [x] Sent b'[5/22/2021 15:55, 264.7]' to 01-smoker
 [x] Sent b'[5/22/2021 15:55, 264.7]' to 01-smoker
 [x] Sent b'[5/22/2021 15:55, 138.8]' to 02-food-A
 [x] Sent b'[5/22/2021 15:55, 138.8]' to 02-food-A
 [x] Sent b'[5/22/2021 15:55, 132.9]' to 03-food-B
 [x] Sent b'[5/22/2021 15:55, 132.9]' to 03-food-B
 [x] Sent b'[5/22/2021 15:56, 265]' to 01-smoker
 [x] Sent b'[5/22/2021 15:56, 265]' to 01-smoker
 [x] Sent b'[5/22/2021 15:56, 139.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:56, 139.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:56, 133.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:56, 133.3]' to 03-food-B
 [x] Sent b'[5/22/2021 15:57, 259.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:57, 259.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:57, 139.5]' to 02-food-A
 [x] Sent b'[5/22/2021 15:57, 139.5]' to 02-food-A
 [x] Sent b'[5/22/2021 15:57, 133.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:57, 133.7]' to 03-food-B
 [x] Sent b'[5/22/2021 15:58, 255.6]' to 01-smoker
 [x] Sent b'[5/22/2021 15:58, 255.6]' to 01-smoker
 [x] Sent b'[5/22/2021 15:58, 139.9]' to 02-food-A
 [x] Sent b'[5/22/2021 15:58, 139.9]' to 02-food-A
 [x] Sent b'[5/22/2021 15:58, 134.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:58, 134.1]' to 03-food-B
 [x] Sent b'[5/22/2021 15:59, 255.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:59, 255.1]' to 01-smoker
 [x] Sent b'[5/22/2021 15:59, 140.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:59, 140.2]' to 02-food-A
 [x] Sent b'[5/22/2021 15:59, 134.5]' to 03-food-B
 [x] Sent b'[5/22/2021 15:59, 134.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:00, 255]' to 01-smoker
 [x] Sent b'[5/22/2021 16:00, 255]' to 01-smoker
 [x] Sent b'[5/22/2021 16:00, 140.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:00, 140.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:00, 134.9]' to 03-food-B
 [x] Sent b'[5/22/2021 16:00, 134.9]' to 03-food-B
 [x] Sent b'[5/22/2021 16:01, 255.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:01, 255.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:01, 140.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:01, 140.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:01, 135.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:01, 135.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:02, 256.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:02, 256.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:02, 141.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:02, 141.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:02, 135.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:02, 135.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:03, 256.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:03, 256.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:03, 141.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:03, 141.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:03, 136]' to 03-food-B
 [x] Sent b'[5/22/2021 16:03, 136]' to 03-food-B
 [x] Sent b'[5/22/2021 16:04, 257.7]' to 01-smoker
 [x] Sent b'[5/22/2021 16:04, 257.7]' to 01-smoker
 [x] Sent b'[5/22/2021 16:04, 141.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:04, 141.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:04, 136.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:04, 136.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:05, 257.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:05, 257.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:05, 142.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:05, 142.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:05, 136.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:05, 136.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:06, 256]' to 01-smoker
 [x] Sent b'[5/22/2021 16:06, 256]' to 01-smoker
 [x] Sent b'[5/22/2021 16:06, 142.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:06, 142.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:06, 137]' to 03-food-B
 [x] Sent b'[5/22/2021 16:06, 137]' to 03-food-B
 [x] Sent b'[5/22/2021 16:07, 256]' to 01-smoker
 [x] Sent b'[5/22/2021 16:07, 256]' to 01-smoker
 [x] Sent b'[5/22/2021 16:07, 142.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:07, 142.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:07, 137.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:07, 137.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:08, 257.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:08, 257.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:08, 143]' to 02-food-A
 [x] Sent b'[5/22/2021 16:08, 143]' to 02-food-A
 [x] Sent b'[5/22/2021 16:08, 137.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:08, 137.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:09, 256.7]' to 01-smoker
 [x] Sent b'[5/22/2021 16:09, 256.7]' to 01-smoker
 [x] Sent b'[5/22/2021 16:09, 143.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:09, 143.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:09, 138]' to 03-food-B
 [x] Sent b'[5/22/2021 16:09, 138]' to 03-food-B
 [x] Sent b'[5/22/2021 16:10, 256]' to 01-smoker
 [x] Sent b'[5/22/2021 16:10, 256]' to 01-smoker
 [x] Sent b'[5/22/2021 16:10, 143.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:10, 143.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:10, 138.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:10, 138.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:11, 260.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:11, 260.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:11, 144]' to 02-food-A
 [x] Sent b'[5/22/2021 16:11, 144]' to 02-food-A
 [x] Sent b'[5/22/2021 16:11, 138.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:11, 138.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:12, 264.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:12, 264.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:12, 144.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:12, 144.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:12, 139]' to 03-food-B
 [x] Sent b'[5/22/2021 16:12, 139]' to 03-food-B
 [x] Sent b'[5/22/2021 16:13, 265.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:13, 265.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:13, 144.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:13, 144.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:13, 139.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:13, 139.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:14, 264.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:14, 264.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:14, 144.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:14, 144.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:14, 139.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:14, 139.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:15, 264.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:15, 264.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:15, 145.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:15, 145.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:15, 140]' to 03-food-B
 [x] Sent b'[5/22/2021 16:15, 140]' to 03-food-B
 [x] Sent b'[5/22/2021 16:16, 264.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:16, 264.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:16, 145.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:16, 145.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:16, 140.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:16, 140.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:17, 264.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:17, 264.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:17, 145.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:17, 145.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:17, 140.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:17, 140.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:18, 266.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:18, 266.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:18, 146.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:18, 146.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:18, 140.9]' to 03-food-B
 [x] Sent b'[5/22/2021 16:18, 140.9]' to 03-food-B
 [x] Sent b'[5/22/2021 16:19, 267.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:19, 267.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:19, 146.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:19, 146.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:19, 141.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:19, 141.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:20, 268.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:20, 268.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:20, 146.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:20, 146.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:20, 141.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:20, 141.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:21, 267.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:21, 267.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:21, 147.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:21, 147.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:21, 141.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:21, 141.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:22, 265.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:22, 265.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:22, 147.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:22, 147.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:22, 142.1]' to 03-food-B
 [x] Sent b'[5/22/2021 16:22, 142.1]' to 03-food-B
 [x] Sent b'[5/22/2021 16:23, 261.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:23, 261.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:23, 147.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:23, 147.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:23, 142.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:23, 142.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:24, 261.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:24, 261.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:24, 148.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:24, 148.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:24, 142.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:24, 142.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:25, 258.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:25, 258.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:25, 148.5]' to 02-food-A
 [x] Sent b'[5/22/2021 16:25, 148.5]' to 02-food-A
 [x] Sent b'[5/22/2021 16:25, 142.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:25, 142.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:26, 260]' to 01-smoker
 [x] Sent b'[5/22/2021 16:26, 260]' to 01-smoker
 [x] Sent b'[5/22/2021 16:26, 148.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:26, 148.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:26, 143.1]' to 03-food-B
 [x] Sent b'[5/22/2021 16:26, 143.1]' to 03-food-B
 [x] Sent b'[5/22/2021 16:27, 260.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:27, 260.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:27, 149.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:27, 149.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:27, 143.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:27, 143.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:28, 261.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:28, 261.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:28, 149.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:28, 149.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:28, 143.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:28, 143.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:29, 261.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:29, 261.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:29, 149.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:29, 149.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:29, 143.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:29, 143.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:30, 261.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:30, 261.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:30, 150.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:30, 150.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:30, 144]' to 03-food-B
 [x] Sent b'[5/22/2021 16:30, 144]' to 03-food-B
 [x] Sent b'[5/22/2021 16:31, 262]' to 01-smoker
 [x] Sent b'[5/22/2021 16:31, 262]' to 01-smoker
 [x] Sent b'[5/22/2021 16:31, 150.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:31, 150.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:31, 144.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:31, 144.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:32, 261.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:32, 261.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:32, 150.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:32, 150.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:32, 144.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:32, 144.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:33, 259.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:33, 259.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:33, 151]' to 02-food-A
 [x] Sent b'[5/22/2021 16:33, 151]' to 02-food-A
